WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,Estimates Start After
122,AUT,NGDPRPPPPC,Austria,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",31396.312,31302.062,31859.236,32849.422,32954.861,33671.423,34423.525,34955.363,35246.433,36529.7,37865.356,38832.777,39198.402,38986.984,39690.866,40649.438,41568.168,42390.358,43860.384,45331.944,46749.66,47161.193,47703.821,47938.683,48941.204,49699.773,51151.093,52883.456,53485.895,51349.287,52170.135,53519.165,53641.755,53333.179,53266.72,53273.465,53647.676,54393.569,55274.189,56239.228,52259.939,54285.588,56601.457,55398.777,55469.659,56207.957,56829.725,57256.866,57601.108,57966.235,2023.0
912,AZE,NGDPRPPPPC,Azerbaijan,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,,,,,,,,5993.686,4591.879,3635.111,3142.325,3187.366,3437.781,3608.718,3981.195,4187.305,4414.089,4785.263,5224.139,5652.95,7062.181,9378.891,11570.746,12651.511,13601.497,14162.525,13999.772,14116.062,14747.223,14962.347,14941.15,14315.678,14184.792,14265.254,14541.29,13898.583,14602.909,15214.765,15199.73,15434.584,15604.861,15778.897,15958.146,16139.99,16335.276,2022.0
313,BHS,NGDPRPPPPC,The Bahamas,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",33683.38,32095.224,33338.291,34810.532,34867.69,35827.906,36136.388,36848.738,36910.738,37123.284,36892.104,34751.592,32850.655,32388.327,32836.96,33579.875,34406.04,35506.752,36573.61,38556.834,39421.137,39828.481,40280.708,39172.749,38932.71,39666.504,40079.335,40081.963,38602.55,36480.221,36537.253,36392.677,37289.896,35859.276,36153.398,36143.364,35501.621,36023.401,36689.704,36036.822,27277.129,31509.361,35590.0,36717.833,37153.398,37410.642,37632.883,37819.185,38006.408,38194.559,2020.0
419,BHR,NGDPRPPPPC,Bahrain,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",44999.953,44474.092,45665.908,47248.846,47622.142,45608.107,44267.008,42219.679,43179.682,42099.804,43198.221,42418.502,44699.054,46848.977,47097.887,46756.829,47021.612,46873.72,47868.801,49408.685,51500.173,50888.649,48948.387,48357.607,48013.993,47510.515,46811.959,46847.329,46748.225,45010.86,44826.715,47228.895,48424.648,49245.997,48989.608,48164.15,48006.927,47486.023,48424.429,50118.484,48165.503,48357.052,49482.582,49535.922,50047.975,50366.834,50442.929,50545.046,50645.006,50792.763,2022.0
513,BGD,NGDPRPPPPC,Bangladesh,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",1664.397,1711.685,1721.0,1754.14,1780.415,1799.299,1822.345,1827.07,1822.783,1853.759,1892.536,1926.76,1974.677,2015.872,2062.244,2114.981,2164.694,2222.068,2283.402,2349.313,2423.289,2483.586,2543.535,2624.756,2735.191,2872.907,3029.234,3187.353,3324.835,3462.661,3630.4,3822.165,4014.776,4208.23,4423.114,4673.236,4938.829,5226.652,5565.68,5815.383,6058.062,6406.928,6750.746,7085.037,7519.786,7977.676,8453.736,8953.0,9479.906,10036.677,2020.0
316,BRB,NGDPRPPPPC,Barbados,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",13370.743,13070.78,12393.045,12421.881,12835.03,12939.152,13556.038,13861.253,14295.566,14757.063,14219.879,13618.178,12797.416,12855.421,13066.539,13283.414,13759.224,14357.283,14838.447,14832.994,15440.406,15028.21,15102.856,15386.569,15555.429,16118.016,16967.899,17271.749,17318.933,16371.905,15934.474,15769.055,15643.292,15372.061,15305.171,15633.71,15978.465,15828.663,15682.041,15694.354,13664.525,13449.466,15266.762,15898.168,16444.682,16862.356,17206.539,17506.258,17811.199,18121.451,2020.0
913,BLR,NGDPRPPPPC,Belarus,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,,,,,,8980.749,8868.627,7999.974,7375.372,6520.095,5826.438,6008.822,6728.35,7331.216,7596.736,8057.661,8489.976,8975.531,9674.281,10854.737,11962.122,13239.226,14448.779,15982.669,16048.923,17339.408,18299.559,18626.774,18813.097,19119.577,18362.964,17881.672,18356.101,18972.633,19285.941,19237.489,19870.56,19090.016,19930.734,20511.769,20851.657,21234.308,21611.855,21991.343,22337.728,2022.0
124,BEL,NGDPRPPPPC,Belgium,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",29535.85,29428.684,29630.171,29712.235,30460.484,30948.871,31509.243,32216.917,33701.13,34687.996,35703.758,36215.55,36641.392,36121.992,37168.355,37942.251,38396.297,39746.365,40438.421,41783.004,43228.766,43600.585,44145.6,44405.184,45811.429,46653.412,47545.551,48953.16,48792.602,47423.211,48390.935,48491.867,48518.371,48469.52,49045.867,49795.708,50097.345,50726.554,51423.719,52314.838,49274.818,52503.283,53790.978,53994.979,54366.516,54841.858,55365.664,55850.508,56413.85,56939.557,2023.0
339,BLZ,NGDPRPPPPC,Belize,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",3878.37,3878.926,3520.453,3632.321,3936.406,3775.489,3936.465,4679.223,5086.001,5722.73,6185.716,6717.14,7336.864,7569.056,7365.431,7224.279,7120.117,7119.058,7132.353,7626.631,8388.3,8591.229,8806.498,9386.343,9573.929,9550.425,9712.693,9773.438,9371.612,9084.733,8986.968,8700.285,8788.525,8943.938,9064.541,9117.846,8884.06,8499.772,8415.734,8501.747,7108.381,8208.397,8691.935,8920.615,9040.204,9087.074,9134.188,9181.546,9229.149,9276.999,2022.0
638,BEN,NGDPRPPPPC,Benin,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2487.198,2450.194,2417.139,2294.188,2233.033,2255.067,2245.14,2132.406,2136.265,2015.831,2129.438,2152.491,2149.265,2175.677,2138.24,2221.331,2258.611,2319.649,2339.32,2367.761,2431.445,2485.116,2523.61,2532.998,2566.346,2528.676,2549.194,2625.212,2673.769,2656.432,2634.134,2633.939,2681.351,2792.027,2883.899,2849.82,2859.392,2933.837,3040.167,3156.439,3186.486,3321.552,3431.823,3529.145,3639.842,3753.295,3869.153,3991.499,4116.484,4243.065,2022.0
514,BTN,NGDPRPPPPC,Bhutan,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",1499.234,1658.787,1749.342,1835.49,1927.634,1955.712,2045.838,2376.224,2649.91,2745.017,2961.227,3112.016,3218.956,3379.319,3501.979,3734.641,3926.785,4080.862,4220.751,4396.364,4576.18,4755.009,5059.435,5419.72,5665.824,5903.394,6162.393,6757.952,7335.6,7690.701,8347.516,9071.914,9556.258,9754.64,9992.848,10414.536,11060.695,11565.771,11907.768,12409.57,11986.698,11480.671,11919.149,12352.871,12759.661,13265.018,13818.208,14174.073,14585.762,15184.456,2021.0
218,BOL,NGDPRPPPPC,Bolivia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",6029.03,5585.799,5256.069,4940.481,4829.748,4651.679,4439.282,4455.633,4491.51,4566.421,4680.408,4826.159,4805.311,4871.243,4956.925,5087.435,5205.62,5357.025,5517.514,5435.123,5407.991,5396.623,5429.626,5476.696,5604.611,5750.965,5924.145,6090.763,6358.72,6465.642,6625.064,6860.401,7100.323,7467.423,7757.096,8013.704,8233.759,8456.073,8688.547,8757.259,7882.109,8243.318,8426.291,8515.903,8539.518,8615.228,8675.602,8744.947,8814.847,8885.305,2017.0
963,BIH,NGDPRPPPPC,Bosnia and Herzegovina,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,,,,,,,,,,,,4581.586,5669.278,6459.329,7132.654,7433.576,7601.064,7976.672,8282.242,8793.459,9158.615,9674.71,10269.528,10867.078,10830.348,11007.728,11241.24,11332.058,11841.551,11994.481,12540.351,12972.754,13420.36,13966.112,14389.734,13971.829,15030.357,15701.634,16025.662,16468.957,17012.108,17568.222,18147.917,18746.899,19371.485,2022.0
616,BWA,NGDPRPPPPC,Botswana,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",5047.688,5360.24,5989.901,6399.966,6574.153,6828.114,7153.065,7927.272,9438.931,9532.744,9997.21,10313.395,10001.372,10120.065,9778.392,10342.612,10349.253,10838.753,10442.561,11068.848,11346.257,11382.363,12002.37,12429.31,12384.535,12768.712,13287.225,13783.379,13945.599,11729.565,12653.371,13250.251,12975.948,14144.518,14665.272,13682.704,14373.519,14656.773,14962.081,15117.995,13545.674,14907.085,15518.029,15751.796,16048.841,16520.866,16920.478,17334.38,17771.468,18218.925,2021.0
223,BRA,NGDPRPPPPC,Brazil,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",11148.205,10424.699,10260.614,9701.257,10002.763,10571.839,11143.564,11324.877,11147.639,11303.228,10754.16,10831.705,10606.638,10925.593,11328.535,11646.923,11564.754,11772.629,11631.15,11557.082,11956.644,11954.752,12161.714,12150.117,12698.376,12954.387,13318.524,13979.274,14539.751,14354.532,15259.784,15782.775,16002.727,16393.15,16384.507,15713.74,15119.42,15242.718,15434.776,15546.657,14967.544,15599.497,15987.615,16357.302,16617.726,16882.109,17144.081,17395.508,17651.218,17910.259,2022.0
516,BRN,NGDPRPPPPC,Brunei Darussalam,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,82774.485,78961.07,77963.641,76337.723,74015.337,72725.251,72973.683,74524.168,73029.275,73289.765,74919.753,75191.807,72317.57,70101.306,70553.996,70799.418,70984.187,72159.683,72904.684,72045.257,71073.638,72978.174,72003.9,69666.379,67518.825,68073.772,69442.769,69140.573,66899.487,64533.663,63524.092,61236.93,60719.948,59332.445,59660.203,61592.937,60762.364,59635.947,60474.856,61917.376,63477.055,65329.109,67324.67,69225.834,71195.102,2022.0
918,BGR,NGDPRPPPPC,Bulgaria,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",12933.045,13578.285,14108.012,14494.89,15134.976,15396.359,16217.465,17002.42,17457.07,17446.138,15959.12,14363.683,13290.804,11883.148,11584.359,11528.769,12256.596,10607.911,11087.3,10204.633,10564.699,11327.838,12062.246,12766.418,13668.039,14712.691,15794.279,16931.389,18048.793,17543.481,17956.035,18775.779,19027.185,19025.447,19322.029,20113.712,20873.991,21604.834,22345.527,23409.596,22594.682,24601.889,27119.244,27786.691,28719.622,29737.968,30794.054,31800.933,32869.496,33922.662,2022.0
748,BFA,NGDPRPPPPC,Burkina Faso,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",945.895,948.496,938.518,904.184,895.434,971.256,1019.314,989.518,1019.229,1014.048,981.87,1044.2,1021.171,1030.585,1018.148,1049.11,1135.286,1176.414,1228.154,1280.215,1266.045,1309.349,1324.971,1384.69,1402.009,1476.224,1520.314,1535.537,1577.474,1577.277,1660.954,1719.132,1775.41,1822.588,1845.625,1861.826,1915.698,1977.062,2050.085,2104.873,2086.746,2170.585,2148.904,2164.655,2220.587,2285.072,2333.26,2381.171,2430.721,2482.003,2020.0
618,BDI,NGDPRPPPPC,Burundi,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",911.284,993.03,954.59,961.871,935.937,1016.443,1019.598,1045.077,1066.409,1050.029,1055.413,1084.642,1065.243,1000.541,945.837,854.913,772.302,762.966,785.268,771.27,762.145,752.266,747.541,748.139,753.704,783.06,801.411,804.928,817.097,821.152,836.463,844.029,855.054,870.183,880.664,821.668,791.413,770.707,760.306,751.762,732.311,733.16,724.809,722.411,731.403,748.093,770.208,792.668,812.133,827.996,2021.0
624,CPV,NGDPRPPPPC,Cabo Verde,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2057.676,2197.603,2218.801,2381.223,2419.66,2573.852,2593.226,2649.504,2750.225,2844.821,2800.772,2774.401,2791.209,2924.295,3137.285,3285.903,3421.05,3597.577,3814.745,4177.469,4390.471,4569.235,4722.116,4987.67,5149.278,5369.209,5782.895,6584.613,6972.352,6795.106,6845.223,7034.306,7028.745,6989.852,6953.901,6933.697,7141.434,7373.157,7683.334,8120.358,6355.138,6632.915,7676.744,7949.859,8228.733,8516.601,8805.277,9100.639,9397.433,9705.25,2018.0
522,KHM,NGDPRPPPPC,Cambodia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,,,1233.828,1314.322,1318.129,1290.653,1341.762,1386.695,1392.595,1445.407,1483.611,1525.575,1544.185,1576.448,1735.87,1861.249,1966.81,2056.591,2231.795,2403.785,2679.992,2925.701,3178.25,3361.213,3442.204,3559.091,3757.335,3980.064,4224.113,4489.063,4735.589,5028.202,5347.284,5723.508,6078.936,5769.695,5856.914,6063.99,6304.03,6618.118,6953.543,7304.086,7662.289,8023.617,8381.219,2022.0
622,CMR,NGDPRPPPPC,Cameroon,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",3295.253,3748.129,3921.255,4078.006,4267.92,4494.083,4670.469,4443.299,3977.223,3791.828,3450.759,3221.628,3030.997,2849.381,2697.846,2711.084,2766.781,2834.448,2892.222,2927.735,2943.761,2963.282,3025.5,3092.787,3208.163,3160.419,3183.781,3224.673,3226.823,3221.442,3226.116,3248.265,3303.246,3374.99,3474.884,3572.366,3634.381,3665.118,3714.217,3743.317,3668.594,3707.698,3746.403,3800.268,3866.384,3942.685,4021.058,4104.054,4192.3,4281.721,2022.0
156,CAN,NGDPRPPPPC,Canada,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",30319.499,30984.24,29646.309,30102.288,31577.787,32770.865,33139.633,34057.435,35089.622,35298.294,34835.577,33674.82,33570.402,34068.911,35220.628,35790.961,36017.755,37185.012,38303.885,39950.586,41619.233,41956.228,42750.028,43117.391,44036.153,45021.502,45745.519,46229.373,46196.161,44338.409,45200.984,46158.182,46473.166,47054.387,47918.169,47841.324,47833.967,48688.51,49327.915,49538.627,46494.818,48665.028,49686.871,48835.194,48310.285,48790.017,49082.316,49312.634,49561.562,49825.899,2022.0
626,CAF,NGDPRPPPPC,Central African Republic,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",1258.099,1379.281,1297.311,1189.863,1277.149,1289.564,1336.31,1308.765,1305.305,1327.961,1317.787,1277.966,1186.695,1144.584,1258.093,1268.188,1163.599,1185.034,1198.919,1208.865,1143.54,1152.554,1156.918,1112.472,1093.143,1106.064,1138.185,1162.499,1170.587,1180.613,1211.526,1242.714,1300.407,824.932,822.636,852.786,884.431,912.808,933.458,945.181,937.456,929.353,915.689,903.964,896.519,892.975,890.993,890.539,891.857,895.272,2021.0
628,TCD,NGDPRPPPPC,Chad,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",1229.243,1073.025,1105.479,1248.381,1280.802,1344.558,1383.54,1390.134,1447.73,1428.876,1427.813,1526.713,1514.133,1435.928,1466.314,1407.4,1389.441,1418.588,1465.153,1403.928,1341.262,1441.99,1505.254,1661.512,2137.967,2232.58,2191.817,2200.999,2215.158,2205.276,2356.108,2307.341,2385.688,2437.236,2502.394,2456.66,2229.888,2118.419,2176.063,2251.107,2140.591,2059.713,2062.207,2091.421,2092.093,2108.841,2108.777,2106.201,2105.848,2105.182,2022.0
